comp,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,reportedEPS,taxRate,freeCashFlow,dividend,closePrice
CVX,2016-12-31,USD,31437000000.0,110215000000.0,78778000000.0,78778000000.0,-5471000000,4684000000.0,476000000.0,36908000000.0,NA,-201000000.0,2160000000.0,201000000,NA,NA,NA,16011000000,-2160000000,-1729000000,NA,-431000000.0,NA,-1959000000,14052000000.0,-497000000,260078000000.0,29619000000.0,6988000000,6988000000,5419000000.0,14092000000.0,230459000000.0,186305000000.0,-153891000000.0,4581000000.0,4581000000.0,4581000000.0,NA,32735000000.0,13000000.0,3107000000,NA,113356000000.0,31785000000.0,13986000000,NA,NA,10840000000,81571000000.0,93000000.0,35193000000.0,10840000000.0,NA,46126000000.0,5909000000,NA,145556000000.0,-41834000000.0,173046000000.0,1832000000,1872789000,12846000000,NA,NA,NA,NA,19457000000,18109000000,-131000000.0,603000000.0,NA,-16852000000,25000000,NA,NA,NA,NA,8032000000,8032000000,NA,NA,NA,NA,9054000000.0,NA,-4034000000.0,-53000000.0,-0.2653796022936914,0.8004629629629629,-3965893055.5555553,4.290000000000001,117.7
SHEL,2016-12-31,USD,17590000000.0,233591000000.0,216001000000.0,216001000000.0,2367000000,12101000000.0,1014000000.0,15223000000.0,NA,-3050000000.0,451000000.0,3501000000,NA,NA,NA,24993000000,5606000000,829000000,NA,4777000000.0,NA,9107000000,34100000000.0,4575000000,411275000000.0,86569000000.0,19130000000,19130000000,21775000000.0,25766000000.0,324706000000.0,236098000000.0,NA,10980000000.0,10980000000.0,12987000000.0,NA,39207000000.0,NA,19898000000,NA,222764000000.0,73825000000.0,28069000000,NA,NA,9484000000,148939000000.0,14859000000.0,69256000000.0,8361000000.0,NA,92476000000.0,29587000000,NA,186646000000.0,NA,175566000000.0,683000000,3945850000,20615000000,NA,NA,NA,NA,24993000000,22116000000,NA,-5658000000.0,NA,-30963000000,-771000000,NA,NA,NA,NA,9677000000,9677000000,NA,NA,NA,NA,-160000000.0,NA,NA,NA,1.1594460002280877,0.14787727434891187,-7364718337.495541,3.76,54.38
XOM,2016-12-31,USD,43701000000.0,200628000000.0,156927000000.0,156927000000.0,2771000000,10443000000.0,1058000000.0,40930000000.0,NA,-453000000.0,4353000000.0,453000000,NA,4806000000.0,NA,22308000000,7969000000,-406000000,NA,8375000000.0,NA,8422000000,30730000000.0,7840000000,330314000000.0,41416000000.0,3657000000,3657000000,15080000000.0,21394000000.0,288898000000.0,244224000000.0,NA,9572000000.0,9572000000.0,0.0,NA,35102000000.0,0.0,1285000000,NA,156484000000.0,47638000000.0,17801000000,NA,NA,13830000000,108846000000.0,1225000000.0,27707000000.0,13830000000.0,NA,42762000000.0,10739000000,20069000000.0,167325000000.0,-230424000000.0,407831000000.0,12157000000,4170212766,22082000000,NA,NA,NA,NA,18708000000,16163000000,-2090000000.0,-388000000.0,NA,-12403000000,-9293000000,NA,NA,NA,NA,12453000000,12453000000,NA,NA,NA,NA,-977000000.0,NA,-48000000.0,-434000000.0,1.8799999999808163,-0.05094742125737232,10155079181.82959,2.98,90.26
NFG,2017-09-30,USD,678773000.0,1579881000.0,901108000.0,901108000.0,593778000,720963000.0,0.0,84995000.0,NA,-115724000.0,4113000.0,119837000,NA,11156000.0,NA,224195000,444164000,160682000,NA,283482000.0,NA,564001000,788196000.0,283482000,6103320000.0,818280000.0,555530000,555530000,74238000.0,144955000.0,5285040000.0,4674074000.0,NA,5476000.0,5476000.0,5476000.0,NA,342739000.0,0.0,29583000,NA,4399585000.0,646039000.0,126443000,NA,NA,300000000,3753546000.0,NA,2083681000.0,300000000.0,NA,2383681000.0,217821000,669559000.0,1703735000.0,0.0,851669000.0,85543000,86021386,684508000,NA,NA,NA,NA,224195000,450335000,-3380000.0,-1417000.0,NA,-422565000,163872000,NA,NA,NA,NA,139063000,139063000,NA,NA,NA,NA,7784000.0,NA,425558000.0,NA,3.295482823306288,0.3617627723093272,338427434.65476716,1.64,56.61
SHEL,2017-12-31,USD,28857000000.0,305179000000.0,276322000000.0,276322000000.0,15481000000,10509000000.0,922000000.0,13376000000.0,NA,-3024000000.0,904000000.0,3928000000,NA,NA,NA,26223000000,18130000000,4695000000,NA,13435000000.0,NA,22058000000,48281000000.0,12977000000,407097000000.0,95404000000.0,20312000000,20312000000,25223000000.0,30721000000.0,311693000000.0,226380000000.0,NA,10518000000.0,10518000000.0,13662000000.0,NA,35149000000.0,NA,19148000000,NA,209285000000.0,79767000000.0,33196000000,NA,NA,11795000000,129518000000.0,15524000000.0,59430000000.0,10711000000.0,NA,85665000000.0,27526000000,NA,194356000000.0,NA,177645000000.0,696000000,4149500000,35650000000,NA,NA,NA,NA,26223000000,20845000000,NA,-2079000000.0,NA,-8029000000,-27086000000,NA,NA,NA,NA,10877000000,10877000000,NA,NA,NA,NA,-717000000.0,NA,NA,NA,3.127364742740089,0.2589630446773304,30531793160.507446,1.88,66.71
XOM,2017-12-31,USD,56362000000.0,237162000000.0,180800000000.0,180800000000.0,13819000000,10649000000.0,1063000000.0,42543000000.0,NA,-601000000.0,4779000000.0,601000000,NA,5380000000.0,NA,19893000000,18674000000,-1174000000,NA,19848000000.0,NA,19275000000,39168000000.0,19710000000,348691000000.0,47134000000.0,3177000000,3177000000,16992000000.0,25597000000.0,301557000000.0,252630000000.0,NA,9767000000.0,9767000000.0,0.0,NA,39160000000.0,0.0,1368000000,NA,154191000000.0,57771000000.0,21701000000,NA,NA,17930000000,96420000000.0,1327000000.0,23079000000.0,17930000000.0,NA,42336000000.0,11784000000,19215000000.0,187688000000.0,-225246000000.0,414540000000.0,14656000000,4256000000,30066000000,NA,NA,NA,NA,17893000000,15402000000,-3954000000.0,-1682000000.0,NA,-15730000000,-15130000000,NA,NA,NA,NA,13001000000,13001000000,NA,NA,NA,NA,-747000000.0,NA,-480000000.0,314000000.0,4.631109022556391,-0.06286815893756025,14974783763.521473,3.06,83.64
CVX,2017-12-31,USD,39560000000.0,134674000000.0,95114000000.0,95114000000.0,3128000000,4448000000.0,433000000.0,36432000000.0,NA,-307000000.0,4015000000.0,307000000,NA,NA,NA,17858000000,9221000000,-48000000,NA,9269000000.0,NA,9528000000,27386000000.0,9195000000,253806000000.0,28560000000.0,4813000000,4813000000,5585000000.0,15353000000.0,225246000000.0,178352000000.0,-166773000000.0,4531000000.0,4531000000.0,4531000000.0,NA,35346000000.0,9000000.0,2800000000,NA,104487000000.0,27737000000.0,14565000000,NA,NA,5192000000,76750000000.0,94000000.0,33477000000.0,5192000000.0,NA,38763000000.0,6380000000,NA,148124000000.0,-40833000000.0,174106000000.0,1832000000,1897633000,20338000000,NA,NA,NA,NA,19349000000,13404000000,-368000000.0,-267000000.0,NA,-8201000000,-14554000000,NA,NA,NA,NA,8132000000,8132000000,NA,NA,NA,NA,-1151000000.0,NA,-2175000000.0,65000000.0,4.845510169774661,-0.00520550916386509,12445598091.313305,4.32,125.19
DEC,2017-12-31,NA,13856000.0,41777000.0,27921000.0,27921000.0,16194000,2138000.0,NA,7334000.0,NA,NA,NA,5225000,NA,NA,NA,7013000,4737000,-4138000,NA,NA,NA,34003000,41016000.0,8875000,228683000.0,29598000.0,15168000,15168000,1.0,13917000.0,199085000.0,NA,NA,NA,NA,NA,NA,NA,NA,1257000,NA,139024000.0,15346000.0,2132000,NA,NA,697000,123678000.0,NA,NA,NA,NA,72152000.0,12517000,NA,89659000.0,NA,12112000.0,1940000,6013450,6922000,NA,NA,NA,NA,7013000,90220000,NA,NA,NA,-93091000,101113000,NA,NA,NA,NA,5776000,5776000,NA,NA,NA,NA,NA,NA,NA,NA,1.4758582843459245,-0.8735486594891282,-76379708.2541693,NA,NA
NFG,2018-09-30,USD,604116000.0,1592668000.0,988552000.0,988552000.0,519723000,526799000.0,0.0,84393000.0,NA,-107756000.0,6766000.0,114522000,NA,11463000.0,NA,240961000,384027000,-7494000,NA,391521000.0,NA,498549000,739510000.0,391521000,6036486000.0,544591000.0,229606000,229606000,77840000.0,165680000.0,5491895000.0,4977143000.0,NA,5476000.0,5476000.0,5476000.0,NA,257523000.0,0.0,68024000,NA,4099156000.0,440060000.0,160031000,NA,NA,191681000,3659096000.0,NA,2131365000.0,NA,NA,2323046000.0,49036000,904020000.0,1937330000.0,0.0,1098900000.0,85957000,86439698,615303000,NA,NA,NA,NA,240961000,584004000,-30882000.0,-4021000.0,NA,-528887000,-410640000,NA,NA,NA,NA,143258000,143258000,NA,NA,NA,NA,-4110000.0,NA,-325924000.0,NA,4.5294119375567465,-0.019514252904092682,203172811.27108252,1.68,56.06
DEC,2018-12-31,NA,238595000.0,289769000.0,51174000.0,51174000.0,294997000,12149000.0,NA,126595000.0,NA,NA,NA,17663000,NA,NA,NA,41988000,261795000,60676000,NA,NA,NA,277228000,319216000.0,201119000,1556972000.0,111596000.0,1372000,1372000,5303000.0,78451000.0,1445376000.0,NA,NA,NA,NA,NA,NA,NA,NA,26470000,NA,808109000.0,64312000.0,9383000,NA,NA,1128000,743797000.0,NA,NA,NA,NA,486350000.0,26093000,NA,748863000.0,NA,200498000.0,7346000,19396250,87735000,NA,NA,NA,NA,41988000,18515000,NA,NA,NA,-766849000,665318000,NA,NA,NA,NA,31313000,31313000,NA,NA,NA,NA,NA,NA,NA,NA,10.368963072758909,0.23176913233637006,-665544738.1844573,NA,NA
CVX,2018-12-31,USD,44905000000.0,158902000000.0,113997000000.0,113997000000.0,14446000000,3838000000.0,453000000.0,30459000000.0,NA,-748000000.0,5684000000.0,748000000,NA,NA,NA,18717000000,20575000000,5715000000,NA,14860000000.0,NA,21323000000,40040000000.0,14824000000,253863000000.0,34021000000.0,9342000000,9342000000,5704000000.0,15050000000.0,219842000000.0,171070000000.0,-171037000000.0,NA,NA,4518000000.0,NA,37488000000.0,1003000000.0,2922000000,NA,98221000000.0,27171000000.0,13953000000,NA,NA,5726000000,71050000000.0,145000000.0,28733000000.0,5726000000.0,NA,34459000000.0,5864000000,48475000000.0,154554000000.0,-41593000000.0,180987000000.0,1832000000,1914107000,30618000000,NA,NA,NA,NA,18030000000,13800000000,418000000.0,-424000000.0,NA,-12300000000,-13700000000,NA,NA,NA,NA,8500000000,8500000000,NA,NA,NA,NA,-1751000000.0,NA,4629000000.0,NA,7.744603619337895,0.27776427703523693,18858232320.77764,4.48,108.79
SHEL,2018-12-31,USD,44875000000.0,388379000000.0,343504000000.0,343504000000.0,31189000000,11360000000.0,986000000.0,13686000000.0,NA,-2700000000.0,876000000.0,3576000000,NA,NA,NA,21704000000,35621000000,11715000000,NA,23906000000.0,NA,39197000000,60901000000.0,23352000000,399194000000.0,97482000000.0,26741000000,26741000000,21117000000.0,27541000000.0,301712000000.0,223175000000.0,NA,9870000000.0,9870000000.0,13716000000.0,NA,28403000000.0,NA,22083000000,NA,196660000000.0,77813000000.0,30351000000,NA,NA,10134000000,118847000000.0,14026000000.0,53686000000.0,9112000000.0,NA,76824000000.0,29831000000,NA,198646000000.0,NA,182606000000.0,685000000,4174350000,53085000000,NA,NA,NA,NA,21704000000,23011000000,NA,2823000000.0,NA,-13659000000,-32548000000,NA,NA,NA,NA,15675000000,15675000000,NA,NA,NA,NA,-5062000000.0,NA,NA,NA,5.594164360918466,0.32887903203166674,41825928581.45476,3.76,58.27
XOM,2018-12-31,USD,67733000000.0,279332000000.0,211599000000.0,211599000000.0,22124000000,11480000000.0,1116000000.0,45609000000.0,NA,-766000000.0,6589000000.0,766000000,NA,7355000000.0,NA,18745000000,30953000000,9532000000,NA,21421000000.0,NA,31719000000,50464000000.0,20840000000,346196000000.0,47973000000.0,3042000000,3042000000,18958000000.0,24701000000.0,298223000000.0,247101000000.0,NA,10332000000.0,10332000000.0,NA,NA,40790000000.0,NA,1272000000,NA,147668000000.0,57138000000.0,21063000000,NA,NA,17258000000,90530000000.0,1303000000.0,19235000000.0,17258000000.0,NA,37796000000.0,12925000000,18094000000.0,191794000000.0,-225553000000.0,421653000000.0,15258000000,4237000000,36014000000,NA,NA,NA,NA,18045000000,19574000000,-545000000.0,-3107000000.0,NA,-16446000000,-19446000000,NA,NA,NA,NA,13798000000,13798000000,NA,NA,NA,NA,-626000000.0,NA,-135000000.0,-257000000.0,4.9185744630634884,0.30795076406164185,20098109714.728783,3.23,68.19
NFG,2019-09-30,USD,600695000.0,1693332000.0,1092637000.0,1092637000.0,511809000,519598000.0,NA,88886000.0,NA,-106756000.0,106756000.0,106756000,NA,-15542000.0,NA,275660000,389511000,85221000,NA,304290000.0,NA,496267000,771927000.0,304290000,6462157000.0,362623000.0,20428000,20428000,79595000.0,209681000.0,6099534000.0,5509510000.0,NA,NA,NA,5476000.0,NA,308783000.0,NA,38558000,NA,4323132000.0,421908000.0,132208000,NA,NA,55200000,3901224000.0,NA,2133718000.0,55200000.0,NA,2188918000.0,234500000,991756000.0,2139025000.0,NA,1272601000.0,86315000,86773259,694483000,NA,NA,NA,NA,275660000,788938000,6379000.0,-3713000.0,NA,-799175000,-101095000,NA,NA,NA,NA,147418000,147418000,NA,NA,NA,NA,-8877000.0,NA,-205787000.0,NA,3.5067254993845514,0.21878971325585156,-21293114.628341675,1.72,46.92
XOM,2019-12-31,USD,55958000000.0,255583000000.0,199625000000.0,199625000000.0,12766000000,11398000000.0,1214000000.0,43192000000.0,NA,-830000000.0,4611000000.0,830000000,NA,NA,NA,18998000000,20056000000,5282000000,NA,14774000000.0,NA,20886000000,39884000000.0,14340000000,362597000000.0,50052000000.0,3089000000,3089000000,18528000000.0,26966000000.0,312545000000.0,253018000000.0,NA,16363000000.0,16363000000.0,NA,NA,43164000000.0,NA,1469000000,NA,163659000000.0,63989000000.0,24694000000,NA,NA,20578000000,99670000000.0,1670000000.0,24672000000.0,20578000000.0,NA,46920000000.0,13836000000,47708000000.0,191650000000.0,-225835000000.0,421341000000.0,15637000000,4270000000,29716000000,NA,NA,NA,NA,18998000000,24361000000,-2640000000.0,72000000.0,NA,-23084000000,-6618000000,NA,NA,NA,NA,14652000000,14652000000,NA,NA,NA,NA,-594000000.0,NA,14000000.0,NA,3.358313817330211,0.26336258476266455,7243409054.646988,3.43,69.78
DEC,2019-12-31,NA,280461000.0,462256000.0,181795000.0,181795000.0,107051000,20471000.0,NA,170945000.0,NA,NA,NA,36537000,NA,NA,NA,98139000,131491000,32091000,NA,NA,NA,168028000,266167000.0,99400000,2005940000.0,160360000.0,1661000,1661000,5163000.0,73924000.0,1845580000.0,NA,NA,15981000.0,15981000.0,NA,NA,NA,NA,79612000,NA,1067805000.0,126855000.0,16700000,NA,NA,24521000,940950000.0,NA,NA,NA,NA,624314000.0,66255000,NA,938135000.0,NA,164845000.0,8800000,32239100,279156000,NA,NA,NA,NA,98139000,32313000,NA,NA,NA,-466887000,188020000,NA,NA,NA,NA,82151000,82151000,NA,NA,NA,NA,-52902000.0,NA,NA,NA,3.0832126206997095,0.24405472617897803,-160111027.53040135,NA,NA
SHEL,2019-12-31,USD,36755000000.0,344877000000.0,308122000000.0,308122000000.0,22946000000,10493000000.0,962000000.0,13809000000.0,NA,-3480000000.0,1078000000.0,4558000000,NA,NA,NA,25108000000,25485000000,9053000000,NA,16432000000.0,NA,30043000000,55151000000.0,15843000000,404336000000.0,92689000000.0,18055000000,18055000000,24071000000.0,30429000000.0,311647000000.0,238349000000.0,NA,9281000000.0,9281000000.0,14205000000.0,NA,25797000000.0,-13491000000.0,20134000000,NA,213873000000.0,79624000000.0,29497000000,NA,NA,15064000000,134249000000.0,30537000000.0,55779000000.0,10108000000.0,NA,96424000000.0,28370000000,-1000000.0,186476000000.0,NA,172431000000.0,657000000,4056250000,42179000000,NA,NA,NA,NA,28701000000,22971000000,NA,-2635000000.0,NA,-15779000000,-35211000000,NA,NA,NA,NA,15198000000,15198000000,NA,NA,NA,NA,-11362000000.0,NA,NA,NA,3.905824345146379,0.35522856582303314,29338868196.978615,3.76,58.98
CVX,2019-12-31,USD,30534000000.0,139865000000.0,109331000000.0,109331000000.0,100000000,4143000000.0,500000000.0,30434000000.0,NA,-798000000.0,2860000000.0,798000000,NA,NA,NA,17965000000,5536000000,2691000000,NA,2845000000.0,NA,6334000000,24299000000.0,2924000000,237428000000.0,28329000000.0,5686000000,5686000000,5848000000.0,13325000000.0,209099000000.0,154568000000.0,NA,4463000000.0,4463000000.0,4463000000.0,NA,40199000000.0,63000000.0,3407000000,NA,92220000000.0,26530000000.0,14103000000,NA,NA,3282000000,65690000000.0,282000000.0,23691000000.0,3282000000.0,NA,26973000000.0,6589000000,44136000000.0,144213000000.0,-44599000000.0,174945000000.0,1832000000,1895126000,27300000000,NA,NA,NA,NA,29200000000,14100000000,502000000.0,7000000.0,NA,-11458000000,-19800000000,NA,NA,NA,NA,9000000000,9000000000,NA,NA,NA,NA,-2900000000.0,NA,-3902000000.0,NA,1.5429053266115287,0.48609104046242774,16252099349.710983,4.76,120.51
NFG,2020-09-30,USD,567696000.0,1546291000.0,978595000.0,978595000.0,29858000,88400000.0,NA,537838000.0,NA,-117077000.0,117077000.0,117077000,NA,-17814000.0,NA,306158000,-105033000,18739000,NA,-123772000.0,NA,12044000,318202000.0,-123772000,7220931000.0,314198000.0,20541000,20541000,85215000.0,164713000.0,6906732999.0,53424000.0,NA,NA,NA,5476000.0,NA,282120000.0,NA,43729000,NA,5248945000.0,459573000.0,144914000,NA,NA,50608000,4789371999.0,NA,2629576000.0,30000000.0,NA,2694961000.0,248569000,1068569000.0,1971986000.0,NA,991630000.0,90955000,87968895,740809000,NA,NA,NA,NA,755596000,1222411000,-2578000.0,-6625000.0,NA,-1223616000,476088000,NA,NA,NA,NA,153322000,153322000,NA,NA,NA,NA,161603000.0,NA,-6719000.0,NA,-1.4069973255887778,-0.17841059476545468,-344842222.7966449,1.76,40.59
SHEL,2020-12-31,USD,-12995000000.0,180543000000.0,193538000000.0,193538000000.0,-25530000000,9881000000.0,907000000.0,12535000000.0,NA,-3220000000.0,869000000.0,4210000000,NA,NA,NA,24981000000,-26967000000,-5433000000,NA,-21534000000.0,NA,-22757000000,2224000000.0,-21680000000,379268000000.0,91954000000.0,31830000000,31830000000,19457000000.0,21967000000.0,287314000000.0,210847000000.0,NA,8671000000.0,8671000000.0,14039000000.0,NA,NA,-12920000000.0,18700000000,NA,220731000000.0,73708000000.0,22664000000,NA,NA,16899000000,147023000000.0,28420000000.0,66838000000.0,12756000000.0,NA,108014000000.0,28139000000,NA,155310000000.0,NA,142616000000.0,651000000,3897800000,34105000000,NA,NA,NA,NA,52444000000,16585000000,NA,4477000000.0,NA,-13278000000,-7224000000,NA,NA,NA,NA,7424000000,7424000000,NA,NA,NA,NA,-2084000000.0,NA,NA,NA,-5.562111960593155,0.20146846145288685,24188817777.283348,1.913,35.14
XOM,2020-12-31,USD,8127000000.0,178574000000.0,170447000000.0,170447000000.0,-29448000000,11716000000.0,1016000000.0,37575000000.0,NA,-1158000000.0,574000000.0,1158000000,NA,NA,NA,46009000000,-28883000000,-5632000000,NA,-23251000000.0,NA,-27725000000,18284000000.0,-22440000000,332750000000.0,44893000000.0,4364000000,4364000000,18850000000.0,20581000000.0,287857000000.0,227553000000.0,NA,16789000000.0,16789000000.0,NA,NA,43515000000.0,43515000000.0,1098000000,NA,168620000000.0,56363000000.0,17499000000,NA,NA,20458000000,112257000000.0,1680000000.0,45502000000.0,20458000000.0,NA,67640000000.0,14314000000,46910000000.0,157150000000.0,-225776000000.0,383943000000.0,15688000000,4271000000,14668000000,NA,NA,NA,NA,46009000000,17282000000,5384000000.0,-315000000.0,NA,-18459000000,5285000000,NA,NA,NA,NA,14865000000,14865000000,NA,NA,NA,NA,-405000000.0,NA,1494000000.0,NA,-5.254038866775931,0.1949935948481806,-2858802582.8341923,3.48,41.22
CVX,2020-12-31,USD,22815000000.0,94471000000.0,71656000000.0,71656000000.0,-6942000000,4213000000.0,435000000.0,29757000000.0,NA,-697000000.0,1169000000.0,697000000,NA,NA,NA,17192000000,-7453000000,-1892000000,NA,-5561000000.0,NA,-6756000000,10436000000.0,-5543000000,239790000000.0,26078000000.0,5596000000,5596000000,5676000000.0,11471000000.0,213712000000.0,160567000000.0,NA,4402000000.0,4402000000.0,4402000000.0,NA,39641000000.0,31000000.0,3304000000,NA,107064000000.0,22183000000.0,10950000000,NA,NA,1548000000,84881000000.0,447000000.0,42320000000.0,1548000000.0,NA,44315000000.0,7812000000,63095000000.0,131688000000.0,-41498000000.0,160377000000.0,1832000000,1870027000,10600000000,NA,NA,NA,NA,19500000000,8900000000,296000000.0,284000000.0,NA,-6965000000,-3700000000,NA,NA,NA,NA,9700000000,9700000000,NA,NA,NA,NA,-1500000000.0,NA,-124000000.0,NA,-2.9641283254199005,0.2538575070441433,4155061317.590233,5.16,84.45
DEC,2020-12-31,USD,87440000.0,408693000.0,321253000.0,321253000.0,-77568000,17508000.0,NA,64680823.0,NA,-43327000.0,NA,43856000,NA,NA,NA,117290000,-136740000,-113266000,NA,-23474000.0,NA,-94015000,23275000.0,-23474000,2290682000.0,94474000.0,1379000,1379000,6315000.0,66991000.0,2196208000.0,NA,NA,19213000.0,19213000.0,NA,NA,NA,NA,19789000,NA,1404024000.0,196506000.0,19218000,NA,NA,69972000,1207518000.0,18878000.0,652281000.0,64959000.0,NA,736118000.0,24796000,11023000.0,886658000.0,NA,27182000.0,9520000,34258500,241710000,NA,NA,NA,NA,117290000,24847000,NA,NA,NA,-256863000,15764000,NA,NA,NA,NA,98527000,98527000,NA,NA,NA,NA,-15634000.0,NA,NA,NA,-0.6852022125895764,0.8283311393886207,-7624290.4490273595,NA,NA
NFG,2021-09-30,USD,759723000.0,1742659000.0,982936000.0,982936000.0,639924000,43647000.0,NA,119799000.0,NA,-146357000.0,146357000.0,146357000,NA,-15238000.0,NA,335303000,478329000,114682000,NA,363647000.0,NA,624686000,959989000.0,363647000,7464825000.0,522449000.0,31528000,31528000,120357000.0,238584000.0,6942376000.0,6384283000.0,NA,NA,NA,5476000.0,NA,149632000.0,31528000.0,131980000,NA,5678619000.0,1236133000.0,171655000,NA,NA,158500000,4442486000.0,NA,2628687000.0,158500000.0,NA,2787187000.0,869309000,446279000.0,1786206000.0,NA,1191175000.0,91182000,91684583,791553000,NA,NA,NA,NA,360389000,751734000,-61413000.0,-2014000.0,NA,-633217000,-58739000,NA,NA,NA,NA,163089000,163089000,NA,NA,NA,NA,-3702000.0,NA,99597000.0,NA,3.9662829682063343,0.2397554821054128,269603106.905498,1.8,52.52
XOM,2021-12-31,USD,64886000000.0,276692000000.0,211806000000.0,211806000000.0,24019000000,10961000000.0,843000000.0,40867000000.0,NA,-947000000.0,5710000000.0,947000000,NA,NA,NA,20607000000,31234000000,7636000000,NA,23598000000.0,NA,32181000000,52788000000.0,23040000000,338923000000.0,59154000000.0,6802000000,6802000000,18780000000.0,32383000000.0,279769000000.0,216552000000.0,NA,18022000000.0,18022000000.0,NA,NA,45195000000.0,NA,1189000000,NA,163240000000.0,56643000000.0,26623000000,NA,NA,4276000000,106597000000.0,1761000000.0,41667000000.0,4276000000.0,NA,47704000000.0,20247000000,43004000000.0,168577000000.0,-225464000000.0,392059000000.0,15746000000,4275000000,48129000000,NA,NA,NA,NA,19407000000,12076000000,-12098000000.0,-489000000.0,NA,-10235000000,-35423000000,NA,NA,NA,NA,14924000000,14924000000,NA,NA,NA,NA,-155000000.0,NA,2471000000.0,NA,5.389473684210526,0.24447717231222385,38609480117.82033,3.49,61.19
DEC,2021-12-31,USD,515347607.0,977043000.0,458857000.0,458857000.0,-467064000,24774000.0,NA,1015768000.0,NA,-50628000.0,NA,51091000,NA,NA,NA,167644000,-550900000,-225694000,NA,-325206000.0,NA,-500339000,-332695000.0,-325206000,3494209000.0,337139000.0,12558000,12558000,9444000.0,282922000.0,3157070000.0,NA,NA,14134000.0,14134000.0,NA,NA,NA,NA,32215000,NA,2830259000.0,773600000.0,61612000,NA,NA,68447000,2056659000.0,27804000.0,951535000.0,58820000.0,NA,1038159000.0,589912000,7775000.0,647409000.0,NA,-362740000.0,11571000,39677100,320182000,NA,NA,NA,NA,167644000,50175000,NA,NA,NA,-625874000,316871000,NA,NA,NA,NA,130239000,130239000,NA,NA,NA,NA,-1404578.0,NA,NA,NA,-8.196314750826044,0.40968233799237613,-275532080.3303685,0.16,1.45
SHEL,2021-12-31,USD,35849000000.0,261504000000.0,225655000000.0,225655000000.0,22283000000,11328000000.0,815000000.0,13566000000.0,NA,-2755000000.0,852000000.0,3606000000,NA,NA,NA,23071000000,29829000000,9199000000,NA,20630000000.0,NA,33435000000,56506000000.0,20101000000,404379000000.0,128765000000.0,36970000000,36970000000,25258000000.0,34945000000.0,275614000000.0,194932000000.0,NA,9773000000.0,9773000000.0,14920000000.0,NA,NA,-5994000000.0,31592000000,NA,229053000000.0,95547000000.0,34136000000,NA,NA,8218000000,133506000000.0,27507000000.0,57499000000.0,4080000000.0,NA,89086000000.0,49939000000,1000000.0,171966000000.0,NA,153026000000.0,641000000,3903400000,45105000000,NA,NA,NA,NA,26921000000,19000000000,NA,-7319000000.0,NA,-4760000000,-34664000000,NA,NA,NA,NA,6253000000,6253000000,NA,NA,NA,NA,-3174000000.0,NA,NA,NA,5.149613157759902,0.30839116296221797,42838941466.358246,1.64,43.4
